% Model,pzt_power_harvester.mph
% Version,COMSOL 4.3.1.115
% Date,"Apr 26 2017, 14:58"
% Table,Probe Table 2 - 
% freq,"Velocity, Z component (m/s), Boundary Probe 3","Electric potential (V*m), Boundary Probe 1","Current density norm (A/m), Boundary Probe 2","Electric potential (V), Boundary Probe 4"
10000.0,9.944444444444444E-7,3.817987716914432E-6,2.551450699943327E-5,0.02356488775979402
11220.18454301963,9.944444444444444E-7,3.402355714094407E-6,2.5514867984896265E-5,0.021002130972097344
12589.254117941662,9.944444444444448E-7,3.031870893037293E-6,2.551532245482869E-5,0.018718059701417673
14125.375446227554,9.944444444444448E-7,2.7016171405520465E-6,2.5515894624189005E-5,0.016682365709367878
15848.93192461114,9.944444444444444E-7,2.407212183341053E-6,2.5516614983334715E-5,0.014868036573000403
17782.794100389227,9.944444444444446E-7,2.1447494370939182E-6,2.551752192611737E-5,0.01325099724630757
19952.62314968879,9.944444444444448E-7,1.9107461673545786E-6,2.5518663801432612E-5,0.011809790598906057
22387.21138568338,9.944444444444448E-7,1.702097274148572E-6,2.5520101498967955E-5,0.010525292692835581
25118.864315095823,9.944444444444448E-7,1.5160340869294496E-6,2.5521911709231963E-5,0.00938045901935571
28183.82931264455,9.944444444444446E-7,1.3500876228038952E-6,2.5524191035247444E-5,0.008360098328437314
31622.776601683792,9.944444444444446E-7,1.2020558201062367E-6,2.5527061180860116E-5,0.0074506710497747935
35481.33892335753,9.944444444444446E-7,1.0699743119831476E-6,2.5530675501453033E-5,0.006640109630449022
39810.71705534969,9.944444444444444E-7,9.520903513946207E-7,2.5535227281031647E-5,0.0059176584051761245
44668.35921509635,9.944444444444444E-7,8.46839540430994E-7,2.5540960200431206E-5,0.005273730874238993
50118.72336272725,9.944444444444448E-7,7.528250535926357E-7,2.554818159226208E-5,0.004699782495156278
56234.13251903491,9.944444444444444E-7,6.687990771198346E-7,2.5557279249145457E-5,0.004188197299957693
63095.7344480193,9.944444444444446E-7,5.936462149243125E-7,2.556874277701577E-5,0.003732186833330754
70794.57843841374,9.944444444444444E-7,5.263686364280493E-7,2.5583190784798698E-5,0.003325700070305073
79432.82347242822,9.944444444444446E-7,4.660727628020659E-7,2.5601405604761218E-5,0.002963343117717647
89125.0938133746,9.944444444444448E-7,4.119573057346795E-7,2.5624377786833877E-5,0.0026403076333595113
100000.0,9.944444444444444E-7,3.633024867772374E-7,2.5653363369365684E-5,0.0023523070121625506
112201.84543019629,9.944444444444446E-7,3.1946027511734855E-7,2.568995799533974E-5,0.0020955194915460063
125892.54117941661,9.944444444444444E-7,2.798454865227065E-7,2.5736193468797188E-5,0.001866537419462611
141253.75446227554,9.944444444444444E-7,2.439275848488187E-7,2.579466457101441E-5,0.0016623220099507578
158489.3192461114,9.944444444444444E-7,2.112230176707435E-7,2.5868697268394905E-5,0.0014801629832033438
177827.94100389228,9.944444444444446E-7,1.8128789557319155E-7,2.5962574486417987E-5,0.0013176425513047186
199526.23149688786,9.944444444444446E-7,1.537107842293119E-7,2.6081843484507256E-5,0.0011726032678858493
223872.11385683378,9.944444444444444E-7,1.2810530909717324E-7,2.623374143758771E-5,0.0010431193111876097
251188.6431509582,9.944444444444446E-7,1.0410215604319677E-7,2.6427796500365466E-5,9.274708171158031E-4
281838.2931264455,9.944444444444444E-7,8.133985455158676E-8,2.6676696673966255E-5,8.24120924842663E-4
316227.7660168379,9.944444444444444E-7,5.945339210904373E-8,2.6997580272518833E-5,7.316952485317998E-4
354813.3892335753,9.944444444444444E-7,3.805910981402433E-8,2.7414013908610665E-5,6.489635585747442E-4
398107.1705534969,9.944444444444444E-7,1.6733227459301827E-8,2.795913775612589E-5,5.748235767738151E-4
446683.5921509635,9.944444444444444E-7,-5.020783033156305E-9,2.868088760535754E-5,5.082870429364919E-4
501187.2336272725,9.944444444444444E-7,-2.7825125602215944E-8,2.9651122347682442E-5,4.4846880830976986E-4
562341.3251903491,9.944444444444448E-7,-5.251970670357498E-8,3.0982604887623635E-5,3.945812566434388E-4
630957.344480193,9.944444444444444E-7,-8.033541990558791E-8,3.2863147913684725E-5,3.459407091423708E-4
707945.7843841374,9.944444444444444E-7,-1.1325454172676558E-7,3.563151527778128E-5,3.0200609805228174E-4
794328.2347242822,9.944444444444444E-7,-1.5486758096455672E-7,3.9970592043875796E-5,2.6251928017576417E-4
891250.9381337459,9.944444444444448E-7,-2.1284986971769266E-7,4.750502746637798E-5,2.2803319126303218E-4
1000000.0,9.944444444444446E-7,-3.0881192420478654E-7,6.333416505397064E-5,2.0244444719425334E-4
1000000.0,9.944444444444446E-7,-3.088119242047892E-7,6.333416505397107E-5,2.0244444719425372E-4
1023292.9922807537,9.944444444444444E-7,-3.377797034539067E-7,6.881126259454487E-5,1.9963050123007297E-4
1047128.5480508985,9.944444444444448E-7,-3.7283276641897406E-7,7.580008400799418E-5,1.9834038101466792E-4
1071519.305237607,9.944444444444444E-7,-4.16677687287995E-7,8.502603356111352E-5,1.993416841546977E-4
1096478.196143185,9.944444444444444E-7,-4.7404043994981873E-7,9.776945635486826E-5,2.0401139975565236E-4
1122018.454301963,9.944444444444444E-7,-5.540395486848221E-7,1.1652230213513642E-4,2.1506263200222353E-4
1148153.6214968818,9.944444444444448E-7,-6.769660877211281E-7,1.4686620829108178E-4,2.3862529197059198E-4
1174897.5549395303,9.944444444444444E-7,-8.993237587765697E-7,2.0441288839251535E-4,2.9193966891743464E-4
1202264.4346174132,9.944444444444444E-7,-1.4613651450547132E-6,3.557082768393249E-4,4.487106833850823E-4
1230268.770812381,9.944444444444446E-7,-6.848925572087745E-6,0.0018444931079974697,0.0020885175043824002
1258925.411794166,9.944444444444446E-7,1.6371321199921184E-6,5.30086379963177E-4,0.0036916313790942928
1288249.551693135,9.944444444444444E-7,5.291402572914546E-7,2.395371069514044E-4,0.0014927411580939354
1318256.7385564074,9.944444444444444E-7,1.9964154866891575E-7,1.652745820074066E-4,8.722874474941272E-4
1348962.8825916531,9.944444444444444E-7,2.616815022668409E-8,1.3588592484814845E-4,5.747573658249859E-4
1380384.2646028837,9.944444444444444E-7,-9.329164017541268E-8,1.2414838802509698E-4,3.9663039807862944E-4
1412537.5446227554,9.944444444444444E-7,-1.9150368012293126E-7,1.2206318696853108E-4,2.7551565500088377E-4
1445439.770745928,9.944444444444444E-7,-2.8387571856726607E-7,1.2728511103210925E-4,1.8628922763890351E-4
1479108.3881682071,9.944444444444444E-7,-3.809152660730596E-7,1.3993484860522838E-4,1.1788543159836686E-4
1513561.2484362072,9.944444444444444E-7,-4.934349713851278E-7,1.6275257298333645E-4,6.734638275301279E-5
1548816.6189124826,9.944444444444444E-7,-6.376069920887339E-7,2.0296561863048038E-4,4.220786085583078E-5
1584893.1924611141,9.944444444444448E-7,-8.464964385820051E-7,2.8238292255725804E-4,8.23632782707017E-5
1621810.09735893,9.944444444444444E-7,-1.2205169663295614E-6,4.963088004579431E-4,4.2393602984392787E-4
1659586.9074375597,9.944444444444446E-7,-3.467533087138826E-6,0.0037055011118562694,0.009602049520680639
1698243.652461746,9.944444444444446E-7,-2.7164887136360783E-6,8.342712455387162E-4,2.751780185586179E-4
1737800.8287493763,9.944444444444448E-7,2.435974810540234E-5,0.004579910988843274,0.026603435913304503
1778279.410038923,9.944444444444444E-7,2.091154975925866E-6,5.499088192366924E-4,0.0024511447786657384
1819700.8586099825,9.944444444444448E-7,8.744105423778024E-7,3.607646986221949E-4,0.0012294172974135925
1862087.1366628655,9.944444444444446E-7,3.282969403718761E-7,3.0926932927074786E-4,7.441557971178089E-4
1905460.7179632483,9.944444444444444E-7,-1.1968058934991669E-7,3.1617066720906285E-4,4.260750509623316E-4
1949844.5997580455,9.944444444444448E-7,-7.491498984626238E-7,3.953631578143886E-4,9.149368029824158E-5
1995262.3149688789,9.944444444444448E-7,-2.634443003784008E-6,7.67790019844718E-4,-7.037615069722988E-4
2041737.9446695275,9.944444444444446E-7,1.057318851060546E-5,0.0021665671571252467,0.009446955210552298
2089296.1308540408,9.944444444444448E-7,2.343513725520727E-6,3.8581671783880606E-4,0.002083287080244314
2137962.0895022326,9.944444444444446E-7,1.4295090176167675E-6,2.1107575487207774E-4,0.0012946948097963596
2187761.623949552,9.944444444444444E-7,1.057195065063539E-6,1.5922107059076636E-4,0.0010121649573040005
2238721.138568338,9.944444444444444E-7,8.393745793870809E-7,1.64851219614513E-4,9.444365655696463E-4
2290867.6527677746,9.944444444444444E-7,4.838625465733802E-7,9.83468370230855E-4,0.0030172230467322182
2344228.8153199228,9.944444444444446E-7,6.52929270020581E-7,8.574517631997529E-5,6.419414826470795E-4
2398832.91901949,9.944444444444448E-7,5.606320402751978E-7,4.857852786514034E-5,4.80482132260008E-4
2454708.915685029,9.944444444444446E-7,5.500007577860987E-7,1.957301704560003E-4,7.050972903489614E-4
2511886.4315095823,9.944444444444448E-7,3.156759181159092E-7,1.3041062052421946E-4,3.832663974276026E-4
2570395.7827688647,9.944444444444446E-7,2.1499955406440934E-8,2.213088769368858E-4,2.6959119244051157E-4
2630267.9918953814,9.944444444444448E-7,9.41612580922928E-7,2.3051493702223324E-4,8.634585494123699E-4
2691534.803926914,9.944444444444448E-7,5.485241407462355E-7,6.696984606698938E-5,4.3201590733689713E-4
2754228.703338169,9.944444444444444E-7,4.553649764261108E-7,4.1429937304201186E-5,3.449173156910767E-4
2818382.931264455,9.944444444444444E-7,4.011068110198803E-7,3.412661486695871E-5,3.134100000367369E-4
2884031.503126606,9.944444444444444E-7,3.5706917139404276E-7,3.487572571139074E-5,2.929052028376007E-4
2951209.226666384,9.944444444444444E-7,3.085674736815159E-7,4.873777496147694E-5,2.804170485691712E-4
3019951.720402019,9.944444444444448E-7,2.076210242481896E-7,1.1295787259914531E-4,2.885139567072597E-4
3090295.432513592,9.944444444444448E-7,6.267027444458925E-7,3.71749071736013E-4,9.136727216313577E-4
3162277.6601683795,9.944444444444448E-7,5.31765143604067E-7,4.5095932444162083E-4,0.001237576360798479
3235936.569296281,9.944444444444446E-7,3.863951545474506E-7,2.1966199416535926E-4,4.731513232062713E-4
3311311.2148259077,9.944444444444446E-7,1.3644608990525302E-7,8.371990196769627E-4,8.272847561579006E-4
3388441.5613920274,9.944444444444444E-7,2.9444171663949094E-7,6.447760761683472E-5,2.5699364996147576E-4
3467368.504525317,9.944444444444444E-7,2.920986884077901E-7,4.1970865172781974E-5,2.3841331404802555E-4
3548133.892335753,9.944444444444446E-7,2.985025323451181E-7,8.622542095601823E-5,3.353876707326593E-4
3630780.5477010175,9.944444444444446E-7,2.538961525506242E-7,1.20891766101549E-4,2.644494474317318E-4
3715352.290971728,9.944444444444448E-7,2.6584880658031177E-7,1.789625144131731E-4,2.875211922750746E-4
3801893.9632056127,9.944444444444444E-7,3.769291253436657E-8,0.0014126860081381662,7.509627122555717E-4
3890451.449942805,9.944444444444446E-7,-3.116446738489891E-7,0.001693266694649315,9.016367112492558E-4
3981071.7055349695,9.944444444444446E-7,2.684162859194575E-7,2.6821957928228885E-4,3.354081315451962E-4
4073802.7780411304,9.944444444444448E-7,2.452535199059221E-7,9.075954027040474E-5,2.0362008476813598E-4
4168693.834703355,9.944444444444444E-7,2.3811678091464974E-7,8.438758195206246E-5,1.9197633579126427E-4
4265795.188015926,9.944444444444444E-7,2.325601350134207E-7,1.1062458170395365E-4,1.9189691502264196E-4
4365158.322401657,9.944444444444446E-7,2.0091214646347562E-7,2.5786820421883175E-4,2.4668730261177634E-4
4466835.921509635,9.944444444444444E-7,2.1587646538088587E-7,5.785118988449998E-4,5.967004433017597E-4
4570881.8961487515,9.944444444444448E-7,1.5308149500334953E-7,7.264194561063224E-4,3.576344154564427E-4
4677351.412871981,9.944444444444446E-7,2.067578784013797E-7,2.2440838251431056E-4,2.548240120592094E-4
4786300.923226381,9.944444444444444E-7,2.455301686366113E-7,1.189412565269535E-4,2.0033019882933616E-4
4897788.193684466,9.944444444444444E-7,2.6655812092938454E-7,1.4638854709812807E-4,2.242576753425985E-4
5011872.336272725,9.944444444444444E-7,3.243474009532583E-7,3.2061634351642653E-4,3.683579294551823E-4
5128613.839913648,9.944444444444444E-7,1.1270247374416538E-7,0.0012341835487751096,5.360336389805836E-4
5248074.602497723,9.944444444444446E-7,3.636754385463292E-7,3.3045122932100045E-4,5.371868729683689E-4
5370317.963702532,9.944444444444448E-7,3.7173400986540053E-7,2.770873415315136E-4,3.1834920062346787E-4
5495408.738576248,9.944444444444444E-7,6.406004061615473E-7,3.1838520708198965E-4,5.145418259023674E-4
5623413.251903491,9.944444444444444E-7,2.8298637112295517E-5,0.013752256764499149,0.02208426438635234
5754399.373371567,9.944444444444444E-7,-1.0761900773223231E-7,6.785359042006359E-4,2.145169100833347E-4
5888436.5535558835,9.944444444444448E-7,-5.867067302452557E-7,7.1171008116973E-4,2.5328475554874382E-5
6025595.86074358,9.944444444444448E-7,-2.4739852290439004E-7,4.618761712035701E-4,8.862805392144349E-5
6165950.018614822,9.944444444444448E-7,4.722034371014073E-8,9.975875875099151E-4,9.117267745684183E-4
6309573.44480193,9.944444444444444E-7,-4.400298630166853E-8,2.423098605340094E-4,8.922554817108047E-5
6456542.290346563,9.944444444444448E-7,-6.269644653917052E-9,2.739030776375802E-4,1.6758821957508423E-4
6606934.480075965,9.944444444444444E-7,-4.867036008807442E-8,0.0017562131807975154,4.0423438785827073E-4
6760829.753919819,9.944444444444446E-7,-1.595002900544708E-8,2.2581036655953623E-4,4.810786553537358E-5
6918309.709189363,9.944444444444448E-7,-3.054960422515025E-8,3.1716816809346406E-4,8.393540024275764E-5
7079457.843841374,9.944444444444446E-7,-5.4087890184387134E-8,0.0028274738399235028,7.307080492614201E-4
7244359.600749906,9.944444444444444E-7,-8.962834807164314E-10,2.9861403384362847E-4,5.236842176728768E-5
7413102.413009177,9.944444444444444E-7,1.1133997616059607E-10,2.638465786015596E-4,1.4122306122101618E-4
7585775.7502918355,9.944444444444444E-7,-2.1845057834235596E-8,3.6849822265954383E-4,5.662631460923825E-5
7762471.166286912,9.944444444444444E-7,1.05030833747445E-8,7.014317378834084E-4,2.2938177102481105E-4
7943282.347242822,9.944444444444444E-7,8.97597490874151E-9,1.3337408067856887E-4,2.607026326860094E-5
8128305.161640995,9.944444444444446E-7,-8.737989992450563E-9,3.2142079869423596E-4,4.9923845103102654E-5
8317637.711026709,9.944444444444448E-7,-1.4401881135944024E-8,1.7041128412146806E-4,1.775716027633749E-5
8511380.38202376,9.944444444444448E-7,5.1257547379031E-8,0.0016837029423479241,5.163055038771091E-4
8709635.899560815,9.944444444444444E-7,-2.9466716656442424E-7,0.019501522904469968,0.0025446279947648927
8912509.381337458,9.944444444444444E-7,-6.592039110262498E-8,2.034949353657708E-4,1.5887134155868982E-5
9120108.393559096,9.944444444444446E-7,-1.4590952668764926E-7,0.0035473240386041604,3.890900291312778E-4
9332543.007969905,9.944444444444446E-7,-9.615899779132533E-7,0.0014409805085927507,-2.709720019409458E-4
9549925.86021437,9.944444444444446E-7,2.2075486888366981E-7,4.8707349415717756E-4,4.8260998837028416E-4
9772372.20955811,9.944444444444444E-7,1.6666567857853093E-7,3.939073286997591E-4,1.996880495688138E-4
1.0E7,9.944444444444448E-7,1.247867293572232E-7,4.779562531001545E-4,1.3732930393870466E-4
1.0232929922807537E7,9.944444444444444E-7,1.1636355090504908E-7,2.258400309559913E-4,1.5075216411778242E-4
1.0471285480508985E7,9.944444444444444E-7,2.6288017756469864E-8,0.0024004195894812438,3.842854390870828E-4
1.071519305237607E7,9.944444444444448E-7,1.0053032081553535E-7,2.4055882757645301E-4,1.761048264864424E-4
1.0964781961431852E7,9.944444444444444E-7,7.999471331182597E-8,6.794939995431464E-4,2.2755488699513252E-4
1.122018454301963E7,9.944444444444448E-7,1.1101619847988752E-7,0.01585892966095141,0.002969117227874316
1.1481536214968842E7,9.944444444444444E-7,4.757083038798881E-8,0.001837930372863387,3.1876669024048576E-4
1.1748975549395304E7,9.944444444444448E-7,9.711917699377774E-8,7.67813830473093E-4,2.1053798044427555E-4
1.2022644346174132E7,9.944444444444446E-7,1.0920129234718123E-7,0.001135039228219849,4.4707089004476867E-4
1.230268770812381E7,9.944444444444448E-7,1.0401362441693105E-7,1.8929392515543665E-4,1.00291919602015E-4
1.2589254117941663E7,9.944444444444446E-7,1.1405933093708458E-7,7.592570140632701E-4,1.4893602939067502E-4
1.288249551693135E7,9.944444444444444E-7,3.0004520796631284E-7,0.004298132844715738,0.0012216708756818857
1.3182567385564074E7,9.944444444444446E-7,-4.6120784896917787E-7,5.426761388967387E-4,-6.887057742343E-5
1.3489628825916532E7,9.944444444444444E-7,-6.86109439636902E-9,6.984823349870001E-4,3.041964660421745E-4
1.3803842646028867E7,9.944444444444446E-7,-1.423971045564964E-8,7.429954177336318E-4,2.01472384969286E-4
1.4125375446227554E7,9.944444444444444E-7,-5.449343002811396E-8,0.004466145456474634,3.6996101466686617E-4
1.445439770745928E7,9.944444444444448E-7,-1.717091809331299E-8,5.943307309997074E-4,6.255093908074869E-5
1.4791083881682072E7,9.944444444444444E-7,4.00113418432417E-9,0.0011479583435990794,1.7466583871976363E-4
1.5135612484362071E7,9.944444444444444E-7,9.018337240337848E-9,4.140293916656112E-4,6.855706495562213E-5
1.5488166189124797E7,9.944444444444446E-7,1.33307090086834E-8,0.0015632527206945767,1.5612492648074046E-4
1.5848931924611142E7,9.944444444444446E-7,6.692620741135937E-9,0.00138752068337227,1.6106445583389246E-4
1.62181009735893E7,9.944444444444448E-7,-3.545104808692011E-8,0.001187135430451443,2.5835110979345938E-5
1.6595869074375596E7,9.944444444444448E-7,-7.903443791917406E-8,8.595983615831839E-4,-1.4189568954966556E-5
1.698243652461746E7,9.944444444444446E-7,3.336268893910806E-7,0.004009684454442055,0.001546966490765825
1.737800828749376E7,9.944444444444448E-7,1.1483882142644292E-7,0.0014870220592079887,1.8716174799520777E-4
1.7782794100389227E7,9.944444444444446E-7,6.714228782953346E-8,0.0019259395091004651,3.487445789763056E-4
1.8197008586099826E7,9.944444444444448E-7,6.57956864516426E-8,0.002216058324850111,1.4614959609947071E-4
1.8620871366628654E7,9.944444444444444E-7,-2.9290101230158623E-8,0.004469442724262746,2.5443133117045353E-4
1.905460717963248E7,9.944444444444444E-7,4.92643639835978E-8,0.0013704339297836814,7.703847215076554E-5
1.9498445997580454E7,9.944444444444444E-7,4.925798693547459E-8,8.59312013286029E-4,6.185478126134611E-5
1.9952623149688788E7,9.944444444444448E-7,1.2602101023138745E-7,0.0039848603115148875,9.726736746552354E-4
2.0417379446695317E7,9.944444444444444E-7,1.073642163853474E-7,3.93936501542248E-4,9.277984519848101E-5
2.0892961308540408E7,9.944444444444444E-7,-1.1297266447193981E-7,0.022340279571050548,0.0010396965864183834
2.1379620895022325E7,9.944444444444444E-7,1.0361450940400534E-8,0.0037317509833932404,4.312670401091348E-4
2.187761623949552E7,9.944444444444446E-7,1.817614655076116E-8,0.006189109871726129,2.321832830499379E-4
2.238721138568338E7,9.944444444444444E-7,-8.280877157476966E-9,0.0020813794367244873,7.272768941956027E-5
2.290867652767775E7,9.944444444444448E-7,-2.2159264997832013E-9,0.0019310536091343383,7.616777502677106E-5
2.3442288153199226E7,9.944444444444444E-7,3.825641919851667E-10,0.0018230012144874223,7.690125579335487E-5
2.3988329190194897E7,9.944444444444448E-7,6.484277204419404E-8,0.013612004214413843,9.020979179757263E-4
2.4547089156850338E7,9.944444444444446E-7,-1.3150811686728776E-8,0.008268563967854045,1.782187109042824E-4
2.511886431509582E7,9.944444444444448E-7,1.1954363820070963E-7,0.0034444728764408015,2.0854987194791745E-4
2.5703957827688646E7,9.944444444444444E-7,1.0778824313325253E-7,0.006550972981259841,4.940233680010083E-4
2.6302679918953814E7,9.944444444444446E-7,2.0589362844072213E-8,0.0027744654046221867,1.204772644667339E-4
2.691534803926914E7,9.944444444444444E-7,4.0536802068582806E-8,0.0038112983694921472,2.2598798233786728E-4
2.7542287033381633E7,9.944444444444444E-7,4.011006540831227E-8,0.0020983148861626693,9.471763253654636E-5
2.818382931264455E7,9.944444444444446E-7,8.2026857399013E-8,0.04819884598126137,5.68614144980382E-4
2.8840315031266056E7,9.944444444444444E-7,1.1857460916060269E-7,0.023649031451954433,0.0012043435244315547
2.9512092266663842E7,9.944444444444444E-7,8.481612714307729E-7,0.1617323566732366,0.00489490121580788
3.019951720402019E7,9.944444444444444E-7,6.124837348494061E-8,0.019089412172504133,6.702173115396403E-4
3.090295432513592E7,9.944444444444444E-7,-1.3066954465710876E-8,0.013697429249527292,1.9059084959500007E-4
3.162277660168379E7,9.944444444444448E-7,6.806189188548753E-9,0.004096335061327062,6.154204740257635E-5
3.235936569296281E7,9.944444444444448E-7,2.5279635083190654E-8,0.007740621974455322,1.9151651886974996E-4
3.3113112148259077E7,9.944444444444446E-7,-2.468139401987826E-10,0.0026910985507582214,4.514026469993946E-5
3.388441561392027E7,9.944444444444446E-7,1.538870146090259E-9,0.005107435426242861,9.34401478631498E-5
3.4673685045253165E7,9.944444444444446E-7,-3.3207410203669806E-9,0.003139507201309296,1.2505858028967882E-4
3.548133892335753E7,9.944444444444448E-7,3.933681229694297E-8,0.0026464678827362734,2.935200590747179E-4
3.6307805477010176E7,9.944444444444444E-7,2.078542058641387E-8,0.001727079864795512,5.52078081106822E-5
3.715352290971728E7,9.944444444444444E-7,1.1565596073165637E-8,0.008809642239504634,4.6237751557753366E-4
3.8018939632056125E7,9.944444444444444E-7,2.7167127080278423E-8,0.0021811211926202907,6.117481202317329E-5
3.890451449942805E7,9.944444444444446E-7,6.035318912181816E-8,0.008678180648728063,7.468134441815365E-4
3.981071705534969E7,9.944444444444444E-7,2.416919849114278E-7,0.044682393053809805,0.001477583716297868
4.07380277804113E7,9.944444444444448E-7,2.731265198278576E-8,0.007148361525045642,2.1583611889514884E-4
4.168693834703355E7,9.944444444444444E-7,-1.6223965056681075E-10,0.001251773490488328,2.5790095955807186E-5
4.265795188015926E7,9.944444444444446E-7,3.5639727271364306E-9,0.004480975069250537,8.34153715904723E-5
4.365158322401665E7,9.944444444444444E-7,-1.8341309883551127E-9,0.0030491596791176307,4.053830699688514E-5
4.466835921509635E7,9.944444444444444E-7,-3.478908234642047E-9,0.004612390304802237,2.7723539712091376E-4
4.570881896148752E7,9.944444444444448E-7,2.916648220361497E-8,0.0011893403905250534,1.399811034509449E-4
4.6773514128719814E7,9.944444444444448E-7,2.24769870776309E-8,0.0012045079609328492,5.2140446680554895E-5
4.78630092322638E7,9.944444444444444E-7,1.6396545421035986E-8,0.004003780739339214,7.700257106142618E-5
4.8977881936844565E7,9.944444444444444E-7,1.9481582298623574E-8,0.001653486153422365,6.321098294693637E-5
5.011872336272725E7,9.944444444444444E-7,3.834684857256582E-8,0.002906097346060291,1.272990755303404E-4
5.128613839913648E7,9.944444444444448E-7,-1.8503983810221672E-8,0.0034057865599492892,5.953743734037144E-5
5.248074602497723E7,9.944444444444448E-7,3.182362830083208E-9,0.0013478182689981063,9.668267426331327E-5
5.370317963702533E7,9.944444444444444E-7,2.3804520875941253E-9,0.001407462399268297,2.3238808552292702E-5
5.495408738576248E7,9.944444444444444E-7,1.3739747453227079E-9,0.0016643021282024462,7.875544631341236E-5
5.623413251903491E7,9.944444444444444E-7,-9.253859029663426E-9,0.002547020515588286,5.217984189793286E-5
5.754399373371567E7,9.944444444444444E-7,-1.6314327721819028E-7,0.019507758039671235,8.111885982647806E-4
5.8884365535558835E7,9.944444444444448E-7,2.9387142702340588E-8,0.005261818830652371,9.33503076327785E-5
6.025595860743581E7,9.944444444444448E-7,1.862294097669159E-8,0.001046984251214527,2.3455506898802702E-5
6.165950018614822E7,9.944444444444444E-7,1.0431184910561848E-8,0.0019116217778356434,4.049345010522758E-5
6.3095734448019296E7,9.944444444444444E-7,1.894495936985203E-8,0.0016769472745018308,8.751143442285947E-5
6.456542290346563E7,9.944444444444448E-7,-8.936937907522754E-9,0.001290810004426605,1.100928960129554E-5
6.606934480075964E7,9.944444444444444E-7,-8.522441051293944E-11,0.0025171242929496757,7.477220949732444E-5
6.760829753919819E7,9.944444444444444E-7,-1.3205831377630014E-9,7.869450271891156E-4,2.1728275816413758E-5
6.918309709189363E7,9.944444444444444E-7,4.663877479820119E-10,0.0034279763100667597,6.907156278245177E-5
7.079457843841374E7,9.944444444444444E-7,1.4544162634171748E-8,2.279564622001018E-4,1.2092699735991367E-5
7.244359600749905E7,9.944444444444446E-7,2.1851264038166874E-8,7.330041603242392E-5,1.73385094411874E-5
7.413102413009177E7,9.944444444444446E-7,5.190501599041262E-9,1.0577848594736819E-4,4.930744289773694E-6
7.585775750291836E7,9.944444444444444E-7,6.179960627563715E-9,9.10081916685441E-5,6.67067979004137E-6
7.762471166286927E7,9.944444444444446E-7,6.26752922457117E-9,2.839678327680743E-5,4.836122506615158E-6
7.943282347242822E7,9.944444444444446E-7,6.170667513456026E-9,1.9670975215915895E-5,4.519576968341141E-6
8.128305161640996E7,9.944444444444444E-7,6.053554636594321E-9,1.703173378822641E-5,4.410351689598684E-6
8.317637711026709E7,9.944444444444444E-7,5.926529456680573E-9,1.540780989797568E-5,4.315908049759422E-6
8.511380382023759E7,9.944444444444444E-7,5.79727290989922E-9,1.4226176293153506E-5,4.220661198578142E-6
8.709635899560797E7,9.944444444444444E-7,5.668576281596321E-9,1.3304960224553238E-5,4.132088091677669E-6
8.91250938133746E7,9.944444444444444E-7,5.541589733693681E-9,1.2560472124962863E-5,4.043520506261259E-6
9.120108393559097E7,9.944444444444444E-7,5.416819507017333E-9,1.1945238781119302E-5,3.955510379249705E-6
9.332543007969905E7,9.944444444444444E-7,5.294491370805181E-9,1.1428928111247716E-5,3.86848401599496E-6
9.549925860214369E7,9.944444444444444E-7,5.174698944489237E-9,1.09906726158938E-5,3.782704545107973E-6
9.772372209558111E7,9.944444444444444E-7,5.057469654539346E-9,1.0615372066857183E-5,3.6983372031378374E-6
1.0E8,9.944444444444446E-7,4.94279615494542E-9,1.0291687574633751E-5,3.6154854576622197E-6
1.0E8,9.944444444444446E-7,4.942796154945429E-9,1.0291687574633758E-5,3.6154854576622227E-6
1.7782794100389227E8,9.944444444444444E-7,2.7814952858572374E-9,7.950535842801857E-6,2.0352039843163664E-6
3.1622776601683795E8,9.944444444444444E-7,1.5643530203783966E-9,7.72952121202682E-6,1.144024502514977E-6
5.623413251903491E8,9.944444444444446E-7,8.797323455019325E-10,7.688039553832269E-6,6.432346653559383E-7
1.0E9,9.944444444444444E-7,4.947153355531073E-10,7.677411758441445E-6,3.616993855245003E-7
1.7782794100389228E9,9.944444444444446E-7,2.7819984109817945E-10,7.67429054829523E-6,2.0339526675922336E-7
3.1622776601683793E9,9.944444444444444E-7,1.5644343806021649E-10,7.673327219385576E-6,1.1437698485737877E-7
5.623413251903491E9,9.944444444444448E-7,8.797464060506278E-11,7.673024948017191E-6,6.431880216772281E-8
1.0E10,9.944444444444444E-7,4.94717813723607E-11,7.672929597150638E-6,3.6169102111197556E-8
